run_id,condition,seed,bank,scenario_id,term_reason,completion,collision,timeout,merge_order,role_V0,speed_class_V0,window_entry_step_V0,window_exit_step_V0,window_active_steps_V0,brake_action_count_window_V0,brake_rate_window_V0,c_brake_window_V0,hard_brake_events_window_V0,hard_brake_events_episode_V0,role_V1,speed_class_V1,window_entry_step_V1,window_exit_step_V1,window_active_steps_V1,brake_action_count_window_V1,brake_rate_window_V1,c_brake_window_V1,hard_brake_events_window_V1,hard_brake_events_episode_V1,role_V2,speed_class_V2,window_entry_step_V2,window_exit_step_V2,window_active_steps_V2,brake_action_count_window_V2,brake_rate_window_V2,c_brake_window_V2,hard_brake_events_window_V2,hard_brake_events_episode_V2,role_V3,speed_class_V3,window_entry_step_V3,window_exit_step_V3,window_active_steps_V3,brake_action_count_window_V3,brake_rate_window_V3,c_brake_window_V3,hard_brake_events_window_V3,hard_brake_events_episode_V3
maximin_920105,maximin,920105,H1,H1_00002,collision,0,1,0,V2>V0>V3>V1,ramp,slow,22.0,65.0,43,21,0.4883720930232558,2.224461,3,7,ramp,fast,31.0,68.0,37,5,0.1351351351351351,1.281531,3,9,mainline,slow,22.0,64.0,42,21,0.5,2.471714,0,1,mainline,fast,29.0,66.0,37,7,0.1891891891891892,1.6,6,8
maximin_920105,maximin,920105,H1,H1_00003,success,1,0,0,V2>V1>V3>V0,ramp,slow,30.0,61.0,31,0,0.0,0.000948,0,0,ramp,fast,23.0,54.0,31,9,0.2903225806451613,0.20421,1,12,mainline,fast,23.0,53.0,30,0,0.0,0.015323,0,10,mainline,slow,30.0,59.0,29,0,0.0,0.030941,0,0
maximin_920105,maximin,920105,H1,H1_00004,success,1,0,0,V0>V2>V1>V3,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,ramp,slow,27.0,54.0,27,5,0.1851851851851851,0.043505,0,0,mainline,slow,20.0,48.0,28,0,0.0,0.021096,0,0,mainline,fast,27.0,56.0,29,5,0.1724137931034483,1.609115,1,1
maximin_920105,maximin,920105,H1,H1_00005,success,1,0,0,V0>V3>V1>V2,ramp,fast,18.0,44.0,26,0,0.0,0.044065,0,0,ramp,slow,26.0,53.0,27,0,0.0,0.043505,0,0,mainline,fast,27.0,57.0,30,0,0.0,0.0,0,1,mainline,slow,18.0,46.0,28,0,0.0,0.020743,0,0
maximin_920105,maximin,920105,H1,H1_00006,success,1,0,0,V1>V3>V2>V0,ramp,slow,28.0,62.0,34,6,0.1764705882352941,1.2,2,5,ramp,fast,19.0,46.0,27,0,0.0,0.044065,0,0,mainline,fast,29.0,61.0,32,6,0.1875,0.809487,2,2,mainline,slow,20.0,48.0,28,0,0.0,0.020308,0,0
maximin_920105,maximin,920105,H1,H1_00007,success,1,0,0,V2>V1>V0>V3,ramp,slow,30.0,59.0,29,0,0.0,0.003261,0,3,ramp,fast,25.0,56.0,31,0,0.0,0.012912,0,12,mainline,fast,25.0,55.0,30,0,0.0,0.03578,0,11,mainline,slow,31.0,61.0,30,0,0.0,0.020641,0,1
maximin_920105,maximin,920105,H1,H1_00008,success,1,0,0,V3>V1>V2>V0,ramp,fast,31.0,69.0,38,16,0.4210526315789473,2.310139,2,2,ramp,slow,22.0,53.0,31,0,0.0,0.023275,0,0,mainline,fast,32.0,68.0,36,8,0.2222222222222222,2.053593,1,1,mainline,slow,21.0,51.0,30,0,0.0,0.020893,0,0
maximin_920105,maximin,920105,H1,H1_00009,success,1,0,0,V1>V3>V0>V2,ramp,slow,29.0,59.0,30,0,0.0,0.029572,0,0,ramp,fast,22.0,52.0,30,0,0.0,0.039502,0,9,mainline,slow,29.0,61.0,32,3,0.09375,0.210838,1,1,mainline,fast,22.0,53.0,31,0,0.0,0.030148,0,11
maximin_920105,maximin,920105,H1,H1_00010,success,1,0,0,V2>V0>V3>V1,ramp,fast,23.0,54.0,31,9,0.2903225806451613,0.02096,0,11,ramp,slow,30.0,61.0,31,0,0.0,0.001152,0,0,mainline,fast,23.0,53.0,30,4,0.1333333333333333,0.015323,0,10,mainline,slow,30.0,59.0,29,0,0.0,0.02253,0,0
maximin_920105,maximin,920105,H1,H1_00011,collision,0,1,0,V0>V3,ramp,slow,21.0,65.0,44,23,0.5227272727272727,3.429175,10,11,ramp,fast,31.0,,37,20,0.5405405405405406,3.958448,8,8,mainline,fast,30.0,,38,20,0.5263157894736842,3.495686,6,6,mainline,slow,21.0,66.0,45,23,0.5111111111111111,3.719865,12,13
maximin_920105,maximin,920105,H1,H1_00012,success,1,0,0,V3>V1>V2>V0,ramp,fast,30.0,62.0,32,4,0.125,0.665218,2,2,ramp,slow,20.0,52.0,32,0,0.0,0.020325,0,0,mainline,fast,30.0,59.0,29,2,0.0689655172413793,0.237584,0,0,mainline,slow,20.0,49.0,29,0,0.0,0.015264,0,0
maximin_920105,maximin,920105,H1,H1_00013,success,1,0,0,V0>V2>V1>V3,ramp,fast,24.0,53.0,29,0,0.0,0.015323,0,10,ramp,slow,30.0,61.0,31,0,0.0,0.000259,0,0,mainline,fast,24.0,55.0,31,0,0.0,0.011275,0,12,mainline,slow,30.0,62.0,32,0,0.0,0.001319,0,0
maximin_920105,maximin,920105,H1,H1_00014,success,1,0,0,V3>V0>V1>V2,ramp,slow,20.0,48.0,28,0,0.0,0.002756,0,0,ramp,fast,28.0,54.0,26,0,0.0,0.012758,0,0,mainline,slow,28.0,56.0,28,0,0.0,0.0,0,0,mainline,fast,20.0,46.0,26,0,0.0,0.044123,0,0
maximin_920105,maximin,920105,H1,H1_00015,success,1,0,0,V2>V1>V3>V0,ramp,fast,29.0,59.0,30,0,0.0,0.0,0,1,ramp,slow,19.0,47.0,28,0,0.0,0.023276,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.044123,0,0,mainline,slow,27.0,56.0,29,0,0.0,0.0,0,0
maximin_920105,maximin,920105,H1,H1_00016,success,1,0,0,V1>V3>V0>V2,ramp,slow,32.0,61.0,29,0,0.0,0.015264,0,0,ramp,fast,25.0,54.0,29,0,0.0,0.016202,0,10,mainline,slow,31.0,63.0,32,1,0.03125,0.118992,0,0,mainline,fast,25.0,56.0,31,0,0.0,0.012912,0,12
maximin_920105,maximin,920105,H1,H1_00017,success,1,0,0,V2>V0>V1>V3,ramp,fast,24.0,54.0,30,0,0.0,0.016202,0,10,ramp,slow,31.0,85.0,54,28,0.5185185185185185,4.510941,5,6,mainline,fast,23.0,53.0,30,0,0.0,0.040859,0,9,mainline,slow,31.0,87.0,56,29,0.5178571428571429,4.76971,6,7
maximin_920105,maximin,920105,H1,H1_00018,success,1,0,0,V2>V0>V3>V1,ramp,slow,20.0,49.0,29,0,0.0,0.002756,0,0,ramp,fast,30.0,63.0,33,0,0.0,0.786566,1,1,mainline,fast,20.0,47.0,27,0,0.0,0.044123,0,0,mainline,slow,29.0,59.0,30,1,0.0333333333333333,0.221195,1,6
maximin_920105,maximin,920105,H1,H1_00019,success,1,0,0,V2>V0>V3>V1,ramp,slow,20.0,48.0,28,0,0.0,0.002709,0,0,ramp,fast,29.0,63.0,34,0,0.0,0.8,1,1,mainline,fast,20.0,46.0,26,0,0.0,0.044065,0,0,mainline,slow,29.0,60.0,31,0,0.0,0.0,0,5
maximin_920105,maximin,920105,H1,H1_00020,success,1,0,0,V3>V0>V2>V1,ramp,slow,19.0,48.0,29,0,0.0,0.002756,0,0,ramp,fast,28.0,58.0,30,0,0.0,0.0,0,1,mainline,slow,27.0,56.0,29,0,0.0,0.0,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.044123,0,0
maximin_920105,maximin,920105,H1,H1_00021,success,1,0,0,V1>V2>V0>V3,ramp,slow,27.0,56.0,29,0,0.0,0.0,0,0,ramp,fast,19.0,46.0,27,0,0.0,0.044065,0,0,mainline,slow,20.0,48.0,28,0,0.0,0.001067,0,0,mainline,fast,29.0,59.0,30,0,0.0,0.0,0,1
maximin_920105,maximin,920105,H1,H1_00022,success,1,0,0,V0>V2>V1>V3,ramp,slow,22.0,62.0,40,13,0.325,1.527989,0,0,ramp,fast,30.0,72.0,42,16,0.3809523809523809,3.8,2,2,mainline,slow,22.0,64.0,42,15,0.3571428571428571,1.979388,2,2,mainline,fast,30.0,74.0,44,13,0.2954545454545454,4.912785,1,2
maximin_920105,maximin,920105,H1,H1_00023,collision,0,1,0,V1>V2,ramp,fast,28.0,,43,17,0.3953488372093023,5.876749,2,2,ramp,slow,20.0,69.0,49,23,0.4693877551020408,5.091174,7,8,mainline,slow,20.0,70.0,50,26,0.52,5.125782,9,9,mainline,fast,29.0,,42,24,0.5714285714285714,6.476444,7,8
maximin_920105,maximin,920105,H1,H1_00024,success,1,0,0,V2>V0>V3>V1,ramp,slow,19.0,47.0,28,0,0.0,0.020743,0,0,ramp,fast,29.0,62.0,33,0,0.0,0.4,1,1,mainline,fast,19.0,45.0,26,0,0.0,0.044065,0,0,mainline,slow,28.0,59.0,31,0,0.0,0.0,0,5
maximin_920105,maximin,920105,H1,H1_00025,success,1,0,0,V1>V2>V3>V0,ramp,slow,28.0,68.0,40,7,0.175,2.2,2,4,ramp,fast,19.0,46.0,27,0,0.0,0.044123,0,0,mainline,slow,19.0,48.0,29,0,0.0,0.001085,0,0,mainline,fast,29.0,66.0,37,5,0.1351351351351351,1.830736,1,1
maximin_920105,maximin,920105,H1,H1_00026,success,1,0,0,V1>V3>V0>V2,ramp,slow,29.0,60.0,31,1,0.032258064516129,0.2,1,6,ramp,fast,20.0,47.0,27,0,0.0,0.044123,0,0,mainline,fast,30.0,65.0,35,0,0.0,1.133011,1,1,mainline,slow,20.0,49.0,29,0,0.0,0.001067,0,0
maximin_920105,maximin,920105,H1,H1_00027,success,1,0,0,V0>V3>V1>V2,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,ramp,slow,27.0,54.0,27,0,0.0,0.043305,0,0,mainline,fast,29.0,59.0,30,0,0.0,0.0,0,1,mainline,slow,20.0,48.0,28,0,0.0,0.001085,0,0
maximin_920105,maximin,920105,H1,H1_00028,success,1,0,0,V0>V3>V2>V1,ramp,fast,24.0,54.0,30,0,0.0,0.033254,0,11,ramp,slow,31.0,62.0,31,0,0.0,0.018859,0,3,mainline,slow,29.0,60.0,31,0,0.0,0.015007,0,5,mainline,fast,24.0,56.0,32,0,0.0,0.008236,0,8
maximin_920105,maximin,920105,H1,H1_00029,success,1,0,0,V3>V0>V2>V1,ramp,fast,24.0,55.0,31,0,0.0,0.011275,0,12,ramp,slow,30.0,62.0,32,0,0.0,0.001319,0,0,mainline,slow,30.0,60.0,30,0,0.0,0.000245,0,0,mainline,fast,23.0,53.0,30,0,0.0,0.015323,0,10
maximin_920105,maximin,920105,H1,H1_00030,success,1,0,0,V0>V2>V1>V3,ramp,fast,19.0,45.0,26,0,0.0,0.044123,0,0,ramp,slow,27.0,54.0,27,6,0.2222222222222222,0.043505,0,0,mainline,slow,19.0,47.0,28,0,0.0,0.021096,0,0,mainline,fast,27.0,56.0,29,5,0.1724137931034483,1.607217,1,1
maximin_920105,maximin,920105,H1,H1_00031,success,1,0,0,V2>V0>V1>V3,ramp,fast,25.0,55.0,30,0,0.0,0.03578,0,11,ramp,slow,30.0,59.0,29,0,0.0,0.019682,0,3,mainline,fast,25.0,54.0,29,0,0.0,0.016202,0,10,mainline,slow,31.0,60.0,29,0,0.0,0.030911,0,0
maximin_920105,maximin,920105,H1,H1_00032,success,1,0,0,V2>V1>V3>V0,ramp,fast,30.0,62.0,32,5,0.15625,0.684737,2,2,ramp,slow,20.0,52.0,32,0,0.0,0.0,0,0,mainline,slow,20.0,49.0,29,0,0.0,0.008005,0,0,mainline,fast,30.0,60.0,30,3,0.1,0.355414,0,0
maximin_920105,maximin,920105,H1,H1_00033,success,1,0,0,V3>V1>V0>V2,ramp,slow,30.0,59.0,29,0,0.0,0.003261,0,3,ramp,fast,25.0,56.0,31,0,0.0,0.012912,0,12,mainline,slow,31.0,61.0,30,0,0.0,0.016336,0,0,mainline,fast,24.0,55.0,31,0,0.0,0.03578,0,11
maximin_920105,maximin,920105,H1,H1_00034,success,1,0,0,V2>V0>V3>V1,ramp,slow,20.0,49.0,29,0,0.0,0.021096,0,0,ramp,fast,27.0,57.0,30,5,0.1666666666666666,1.611211,1,1,mainline,fast,20.0,46.0,26,0,0.0,0.044123,0,0,mainline,slow,28.0,55.0,27,5,0.1851851851851851,0.043505,0,0
maximin_920105,maximin,920105,H1,H1_00035,success,1,0,0,V3>V1>V0>V2,ramp,fast,31.0,61.0,30,8,0.2666666666666666,0.51429,1,2,ramp,slow,21.0,52.0,31,0,0.0,0.023092,0,0,mainline,fast,30.0,63.0,33,7,0.2121212121212121,1.843431,1,1,mainline,slow,20.0,50.0,30,0,0.0,0.01614,0,0
maximin_920105,maximin,920105,H1,H1_00036,success,1,0,0,V1>V2>V0>V3,ramp,slow,26.0,54.0,28,0,0.0,0.043667,0,0,ramp,fast,19.0,45.0,26,0,0.0,0.044123,0,0,mainline,slow,19.0,48.0,29,0,0.0,0.021096,0,0,mainline,fast,28.0,58.0,30,0,0.0,0.0,0,1
maximin_920105,maximin,920105,H1,H1_00037,collision,0,1,0,V2>V0,ramp,slow,21.0,65.0,44,23,0.5227272727272727,3.450097,7,8,ramp,fast,31.0,,37,19,0.5135135135135135,4.300919,9,9,mainline,slow,21.0,64.0,43,22,0.5116279069767442,3.591167,1,1,mainline,fast,30.0,,38,20,0.5263157894736842,4.300919,12,12
maximin_920105,maximin,920105,H1,H1_00038,success,1,0,0,V3>V0>V2>V1,ramp,slow,19.0,47.0,28,0,0.0,0.002709,0,0,ramp,fast,28.0,58.0,30,0,0.0,0.0,0,1,mainline,slow,27.0,55.0,28,0,0.0,0.0,0,0,mainline,fast,19.0,45.0,26,0,0.0,0.044065,0,0
maximin_920105,maximin,920105,H1,H1_00039,success,1,0,0,V1>V3>V0>V2,ramp,slow,27.0,59.0,32,1,0.03125,0.2,1,5,ramp,fast,19.0,46.0,27,0,0.0,0.044123,0,0,mainline,fast,28.0,62.0,34,0,0.0,0.8,1,2,mainline,slow,19.0,48.0,29,0,0.0,0.020743,0,0
maximin_920105,maximin,920105,H1,H1_00040,success,1,0,0,V2>V1>V0>V3,ramp,slow,28.0,59.0,31,0,0.0,0.00352,0,4,ramp,fast,24.0,56.0,32,0,0.0,0.008236,0,8,mainline,fast,23.0,55.0,32,0,0.0,0.011275,0,12,mainline,slow,31.0,62.0,31,0,0.0,0.013738,0,3
maximin_920105,maximin,920105,H1,H1_00041,success,1,0,0,V1>V3>V0>V2,ramp,fast,30.0,72.0,42,16,0.3809523809523809,3.8,2,2,ramp,slow,22.0,62.0,40,13,0.325,1.527989,0,0,mainline,fast,31.0,74.0,43,12,0.2790697674418604,4.912785,1,2,mainline,slow,22.0,64.0,42,15,0.3571428571428571,1.979388,2,2
maximin_920105,maximin,920105,H1,H1_00042,success,1,0,0,V1>V2>V0>V3,ramp,slow,27.0,54.0,27,5,0.1851851851851851,0.043505,0,0,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,mainline,slow,20.0,48.0,28,0,0.0,0.021096,0,0,mainline,fast,27.0,56.0,29,5,0.1724137931034483,1.609115,1,1
maximin_920105,maximin,920105,H1,H1_00043,success,1,0,0,V1>V2>V0>V3,ramp,slow,27.0,54.0,27,6,0.2222222222222222,0.043505,0,0,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,mainline,slow,20.0,48.0,28,0,0.0,0.0011,0,0,mainline,fast,27.0,56.0,29,5,0.1724137931034483,1.608264,1,1
maximin_920105,maximin,920105,H1,H1_00044,success,1,0,0,V3>V1>V2>V0,ramp,fast,30.0,61.0,31,0,0.0,0.201939,1,1,ramp,slow,20.0,49.0,29,0,0.0,0.002756,0,0,mainline,slow,29.0,59.0,30,0,0.0,0.018625,0,5,mainline,fast,20.0,47.0,27,0,0.0,0.044123,0,0
maximin_920105,maximin,920105,H1,H1_00045,success,1,0,0,V3>V1>V2>V0,ramp,slow,30.0,63.0,33,1,0.0303030303030303,0.118992,0,0,ramp,fast,24.0,54.0,30,10,0.3333333333333333,0.033254,0,11,mainline,slow,31.0,61.0,30,0,0.0,0.021127,0,0,mainline,fast,24.0,53.0,29,6,0.2068965517241379,0.015323,0,10
maximin_920105,maximin,920105,H1,H1_00046,success,1,0,0,V2>V0>V3>V1,ramp,fast,23.0,55.0,32,0,0.0,0.011275,0,12,ramp,slow,29.0,62.0,33,2,0.0606060606060606,0.23612,0,0,mainline,fast,23.0,53.0,30,0,0.0,0.015323,0,10,mainline,slow,29.0,60.0,31,0,0.0,0.000245,0,0
maximin_920105,maximin,920105,H1,H1_00047,success,1,0,0,V0>V3>V1>V2,ramp,fast,23.0,53.0,30,0,0.0,0.015323,0,10,ramp,slow,30.0,60.0,30,0,0.0,0.023402,0,0,mainline,slow,30.0,62.0,32,1,0.03125,0.118736,0,0,mainline,fast,24.0,55.0,31,0,0.0,0.011275,0,12
maximin_920105,maximin,920105,H1,H1_00048,success,1,0,0,V0>V2>V1>V3,ramp,fast,25.0,54.0,29,0,0.0,0.016202,0,10,ramp,slow,32.0,62.0,30,0,0.0,0.023245,0,0,mainline,fast,25.0,55.0,30,12,0.4,0.115604,0,11,mainline,slow,32.0,64.0,32,1,0.03125,0.119022,0,0
maximin_920105,maximin,920105,H1,H1_00049,collision,0,1,0,V0>V3,ramp,slow,22.0,71.0,49,23,0.4693877551020408,5.171461,7,7,ramp,fast,30.0,,44,17,0.3863636363636363,5.99279,3,3,mainline,fast,31.0,,43,24,0.5581395348837209,6.870427,7,8,mainline,slow,22.0,73.0,51,26,0.5098039215686274,5.306618,7,7
maximin_920105,maximin,920105,H1,H1_00050,success,1,0,0,V3>V1>V2>V0,ramp,fast,28.0,58.0,30,0,0.0,0.0,0,1,ramp,slow,19.0,47.0,28,0,0.0,0.001067,0,0,mainline,slow,27.0,55.0,28,0,0.0,0.0,0,0,mainline,fast,19.0,45.0,26,0,0.0,0.044065,0,0
maximin_920105,maximin,920105,H1,H1_00051,success,1,0,0,V3>V1>V0>V2,ramp,fast,30.0,73.0,43,19,0.4418604651162791,3.746272,1,1,ramp,slow,20.0,52.0,32,2,0.0625,0.197331,0,0,mainline,fast,30.0,74.0,44,17,0.3863636363636363,4.070838,5,5,mainline,slow,20.0,50.0,30,0,0.0,0.019418,0,0
maximin_920105,maximin,920105,H1,H1_00052,success,1,0,0,V1>V2>V0>V3,ramp,slow,26.0,55.0,29,0,0.0,0.0,0,0,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,slow,19.0,47.0,28,0,0.0,0.020743,0,0,mainline,fast,28.0,58.0,30,0,0.0,0.0,0,1
maximin_920105,maximin,920105,H1,H1_00053,success,1,0,0,V1>V2>V3>V0,ramp,slow,30.0,62.0,32,5,0.15625,0.0,0,0,ramp,fast,22.0,52.0,30,5,0.1666666666666666,0.039502,0,9,mainline,fast,23.0,53.0,30,8,0.2666666666666666,0.015323,0,10,mainline,slow,29.0,60.0,31,0,0.0,0.000245,0,0
maximin_920105,maximin,920105,H1,H1_00054,success,1,0,0,V1>V2>V0>V3,ramp,slow,32.0,62.0,30,0,0.0,0.023245,0,0,ramp,fast,25.0,54.0,29,0,0.0,0.016202,0,10,mainline,fast,25.0,56.0,31,0,0.0,0.012912,0,12,mainline,slow,32.0,64.0,32,1,0.03125,0.119022,0,0
maximin_920105,maximin,920105,H1,H1_00055,success,1,0,0,V0>V2>V1>V3,ramp,fast,19.0,46.0,27,0,0.0,0.044065,0,0,ramp,slow,28.0,68.0,40,7,0.175,2.4,1,5,mainline,slow,20.0,48.0,28,0,0.0,0.020308,0,0,mainline,fast,29.0,70.0,41,10,0.2439024390243902,2.6,2,2
maximin_920105,maximin,920105,H1,H1_00056,success,1,0,0,V2>V0>V3>V1,ramp,slow,20.0,48.0,28,0,0.0,0.001067,0,0,ramp,fast,29.0,62.0,33,0,0.0,0.8,1,1,mainline,fast,20.0,46.0,26,0,0.0,0.044065,0,0,mainline,slow,28.0,59.0,31,1,0.032258064516129,0.2,1,5
maximin_920105,maximin,920105,H1,H1_00057,collision,0,1,0,V0>V2,ramp,slow,20.0,67.0,47,24,0.5106382978723404,3.863962,3,3,ramp,fast,30.0,,40,20,0.5,5.470427,7,8,mainline,slow,20.0,67.0,47,24,0.5106382978723404,3.902158,3,3,mainline,fast,29.0,,41,22,0.5365853658536586,5.89509,4,4
maximin_920105,maximin,920105,H1,H1_00058,success,1,0,0,V1>V2>V0>V3,ramp,fast,30.0,68.0,38,10,0.2631578947368421,2.470838,1,1,ramp,slow,20.0,50.0,30,0,0.0,0.019418,0,0,mainline,slow,21.0,52.0,31,0,0.0,0.020325,0,0,mainline,fast,30.0,70.0,40,12,0.3,2.609928,2,2
maximin_920105,maximin,920105,H1,H1_00059,success,1,0,0,V0>V3>V1>V2,ramp,fast,19.0,46.0,27,0,0.0,0.044123,0,0,ramp,slow,28.0,66.0,38,5,0.131578947368421,1.8,1,5,mainline,fast,29.0,67.0,38,11,0.2894736842105263,1.951463,1,1,mainline,slow,19.0,48.0,29,0,0.0,0.001085,0,0
maximin_920105,maximin,920105,H1,H1_00060,success,1,0,0,V2>V0>V1>V3,ramp,slow,18.0,46.0,28,0,0.0,0.002756,0,0,ramp,fast,26.0,52.0,26,0,0.0,0.015692,0,0,mainline,fast,18.0,44.0,26,0,0.0,0.044065,0,0,mainline,slow,26.0,54.0,28,1,0.0357142857142857,0.0,0,0
maximin_920105,maximin,920105,H1,H1_00061,success,1,0,0,V1>V3>V0>V2,ramp,slow,26.0,62.0,36,12,0.3333333333333333,2.324066,2,5,ramp,fast,18.0,44.0,26,0,0.0,0.044065,0,0,mainline,fast,27.0,64.0,37,13,0.3513513513513513,3.270975,2,3,mainline,slow,18.0,46.0,28,0,0.0,0.020743,0,0
maximin_920105,maximin,920105,H1,H1_00062,collision,0,1,0,V1>V3,ramp,fast,32.0,,40,20,0.5,4.382743,10,10,ramp,slow,22.0,69.0,47,24,0.5106382978723404,3.951314,6,6,mainline,fast,32.0,,40,21,0.525,4.265194,4,4,mainline,slow,22.0,69.0,47,24,0.5106382978723404,3.87516,5,5
maximin_920105,maximin,920105,H1,H1_00063,success,1,0,0,V1>V2>V0>V3,ramp,slow,28.0,58.0,30,0,0.0,0.0,0,2,ramp,fast,20.0,46.0,26,0,0.0,0.044123,0,0,mainline,slow,20.0,48.0,28,0,0.0,0.001085,0,0,mainline,fast,30.0,61.0,31,0,0.0,0.0,0,1
maximin_920105,maximin,920105,H1,H1_00064,collision,0,1,0,V2>V0,ramp,slow,22.0,65.0,43,21,0.4883720930232558,2.310961,2,2,ramp,fast,32.0,,36,18,0.5,3.464815,8,8,mainline,slow,22.0,64.0,42,21,0.5,2.471714,0,0,mainline,fast,32.0,,36,18,0.5,3.378403,14,14
maximin_920105,maximin,920105,H1,H1_00065,success,1,0,0,V3>V0>V2>V1,ramp,slow,18.0,46.0,28,0,0.0,0.002756,0,0,ramp,fast,28.0,59.0,31,0,0.0,0.016682,0,1,mainline,slow,27.0,57.0,30,0,0.0,0.006608,0,4,mainline,fast,18.0,44.0,26,0,0.0,0.044065,0,0
maximin_920105,maximin,920105,H1,H1_00066,success,1,0,0,V3>V1>V2>V0,ramp,fast,27.0,67.0,40,4,0.1,2.4,1,1,ramp,slow,18.0,46.0,28,0,0.0,0.002756,0,0,mainline,slow,27.0,66.0,39,8,0.2051282051282051,2.2,3,7,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0
maximin_920105,maximin,920105,H1,H1_00067,success,1,0,0,V0>V2>V3>V1,ramp,fast,22.0,51.0,29,0,0.0,0.017499,0,8,ramp,slow,29.0,58.0,29,0,0.0,0.008722,0,1,mainline,fast,23.0,53.0,30,0,0.0,0.018902,0,7,mainline,slow,28.0,57.0,29,0,0.0,0.03329,0,1
maximin_920105,maximin,920105,H1,H1_00068,success,1,0,0,V0>V3>V1>V2,ramp,slow,21.0,51.0,30,0,0.0,0.020893,0,0,ramp,fast,31.0,61.0,30,3,0.1,0.355552,0,0,mainline,fast,31.0,63.0,32,5,0.15625,0.783047,2,2,mainline,slow,21.0,53.0,32,5,0.15625,0.023275,0,0
maximin_920105,maximin,920105,H1,H1_00069,success,1,0,0,V3>V0>V2>V1,ramp,fast,23.0,55.0,32,0,0.0,0.011275,0,12,ramp,slow,30.0,62.0,32,0,0.0,0.001319,0,0,mainline,slow,30.0,60.0,30,0,0.0,0.000245,0,0,mainline,fast,23.0,53.0,30,0,0.0,0.015323,0,10
maximin_920105,maximin,920105,H1,H1_00070,success,1,0,0,V0>V3>V2>V1,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,ramp,slow,27.0,69.0,42,10,0.238095238095238,2.39648,2,6,mainline,fast,28.0,68.0,40,7,0.175,1.972156,1,1,mainline,slow,18.0,47.0,29,0,0.0,0.001085,0,0
maximin_920105,maximin,920105,H1,H1_00071,success,1,0,0,V1>V3>V0>V2,ramp,slow,27.0,67.0,40,9,0.225,2.4,3,7,ramp,fast,19.0,45.0,26,0,0.0,0.044065,0,0,mainline,fast,28.0,69.0,41,14,0.3414634146341463,2.512096,1,1,mainline,slow,19.0,47.0,28,0,0.0,0.020308,0,0
maximin_920105,maximin,920105,H1,H1_00072,success,1,0,0,V0>V3>V2>V1,ramp,fast,25.0,56.0,31,0,0.0,0.012912,0,12,ramp,slow,32.0,62.0,30,0,0.0,0.015645,0,0,mainline,slow,30.0,60.0,30,0,0.0,0.018562,0,4,mainline,fast,25.0,57.0,32,10,0.3125,0.024124,0,13
maximin_920105,maximin,920105,H1,H1_00073,success,1,0,0,V2>V1>V0>V3,ramp,fast,31.0,61.0,30,8,0.2666666666666666,0.51429,1,2,ramp,slow,21.0,52.0,31,0,0.0,0.023092,0,0,mainline,slow,20.0,50.0,30,0,0.0,0.01614,0,0,mainline,fast,30.0,63.0,33,7,0.2121212121212121,1.843431,1,1
maximin_920105,maximin,920105,H1,H1_00074,success,1,0,0,V3>V0>V2>V1,ramp,slow,22.0,54.0,32,1,0.03125,0.12998,0,0,ramp,fast,31.0,63.0,32,7,0.21875,0.85526,1,6,mainline,fast,31.0,61.0,30,4,0.1333333333333333,0.478009,0,3,mainline,slow,22.0,53.0,31,0,0.0,0.023275,0,0
maximin_920105,maximin,920105,H1,H1_00075,collision,0,1,0,DNF,ramp,slow,39.0,,5,5,1.0,1.0,1,1,ramp,fast,32.0,,12,4,0.3333333333333333,2.2,1,5,mainline,slow,,,0,0,,0.0,0,1,mainline,fast,32.0,,12,0,0.0,2.2,1,5
maximin_920105,maximin,920105,H1,H1_00076,success,1,0,0,V0>V3>V1>V2,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,ramp,slow,28.0,55.0,27,0,0.0,0.043505,0,0,mainline,fast,29.0,59.0,30,0,0.0,0.0,0,1,mainline,slow,20.0,48.0,28,0,0.0,0.020743,0,0
maximin_920105,maximin,920105,H1,H1_00077,success,1,0,0,V1>V2>V0>V3,ramp,slow,28.0,66.0,38,5,0.131578947368421,1.8,1,5,ramp,fast,19.0,45.0,26,0,0.0,0.044123,0,0,mainline,slow,19.0,47.0,28,0,0.0,0.001085,0,0,mainline,fast,29.0,67.0,38,7,0.1842105263157894,2.0,2,2
maximin_920105,maximin,920105,H1,H1_00078,success,1,0,0,V3>V0>V2>V1,ramp,fast,23.0,53.0,30,0,0.0,0.015323,0,10,ramp,slow,29.0,61.0,32,0,0.0,0.000948,0,0,mainline,slow,29.0,59.0,30,0,0.0,0.030941,0,0,mainline,fast,22.0,52.0,30,2,0.0666666666666666,0.039502,0,9
